id,tweet,subtask_a,subtask_b,subtask_c
87407,antifa is a domestic terrorist group,OFF,TIN,GRP
64342,i am just as surprised as you are,NOT,,
95317,he said both sides had good people on the m why is it bad to say that not everyone who went there we are white suprematist s and not all the people there we are anti fa that nuance,NOT,,
28184,i do not know any gop who think delusion i do know gop who realize that liberals lie about everything,NOT,,
37849,bull,NOT,,
43974,mueller witch hunt double standard paul manafort and feinstein s china spy deep state corruption deep state fbicorruption maga kag kag kag keep america great manafort trial casen kavanaugh confirm kavanaugh tw,NOT,,
32835,he is as slimy as that hair dont,NOT,,
98127,umm fuck yeah i would,OFF,UNT,
27622,ahh my ears hurt from listening in the earphones still his voice was sexy,NOT,,
60753,she is a murderer and your whole department should be ashamed of this cover up shame on the dallas pd there is nothing noble or respectable about how your department is handling this situation you are aiding a criminal and showing you do not care about the citizens of dallas,OFF,TIN,IND
33666,are not you late for your antifa meeting,NOT,,
88413,stop sign truth feed news stop sign backhand index pointing right schumer and feinstein go hysterical and issue unhinged demands to delay kavanaugh vote maga united states a pro life,NOT,,
89926,i am so sorry for his mother s loss i cannot imagine the grief she is going through,NOT,,
53105,hospital personnel shot dead in wisconsin with gauge winchester pump action shotgun the nra blames gun control laws,OFF,TIN,OTH
49387,antifa is hatred incarnate,NOT,,
92714,because she is,NOT,,
94876,looks like gun control man shrugging,NOT,,
62159,actually should read as liberal mp leaves liberals for another liberal party,NOT,,
90703,can we send this piece of pile of poo to the tower would not it be nice if we could do as great britain once did i say build the wall and tower at the same time just in time for the hillary clinton non presidential suite hahahahaha,OFF,TIN,OTH
39625,may be hmm i do not know fix the music kit agressive mvp sound that plays at full volume even if it is off in settings im typing in caps because i just went deaf after a whole team used that kit,NOT,,
71535,i am sorry you think is telling you the truth on his twitter feed he is not he is an employee of the and gets paid to lie it is his job,NOT,,
62634,anyone supporting nike or kap is anti american,NOT,,
49304,you probably need more gun control and more government and more taxes less is more,NOT,,
13645,i think the easiest way to label them would be that they are conservatives who are ok with the lbg qt community and pro rights somehow that is supposed to make them liberal,NOT,,
60696,creepy,NOT,,
58460,how much is american tax payers contributing to trump s corporation by his golfing every weekend at his course the one who was not going to golf why is the nra stopping any gun control which will cost how many student lives this year this is the sad reality of congress,NOT,,
96809,goodell should resign that would be social justice,NOT,,
54398,easiest math class ever character morals ethics divided by truth hillary,NOT,,
47545,yes that is why you need to bring in gun control even better you shoot yourself in the foot real well i am going to harass a school shooting survivor ass,OFF,TIN,IND
48712,it is a shame you are so damned unattractive,OFF,TIN,IND
36104,he can put kaepernick on his squad any time just do it,NOT,,
20801,so what s wrong with white guys i m a proud caucasian amp colombian american woman and i happen to like all these white men that represent me especially sen kennedy we are soooo done with identity politics from liberal s,OFF,TIN,GRP
19587,is unstoppable this qb cannot be this good can he have to feel for he needs to transfer cannot help but have a funny feeling he is going to save bama at some point this year never know,NOT,,
38762,already many common sense laws on the books common sense also calls for holding people accountable when they fail miserably like they did at parkland left always wants to blame gun owners just to push for more gun control rather than being honest about it,NOT,,
64378,he needs to fade into the sunset quickly his music sucks and no one cares about his political views unfortunately he is too ignorant to realize only concert i went to where a political diatribe completely ruined it completely,OFF,TIN,IND
74951,how about trump sending out memes while he is president of him bashing hilary with a folding chair,NOT,,
91513,omg so many of you are funny how can i choose i have to mention she is one of the newest peeps i have had the pleasure to speak to on twitter lately her tweets constantly make me laugh and makes my day better,NOT,,
33785,i largely regret looking to one more conservative and more right leaning perhaps even relatively speaking for america on topics relating to transgender in relation to modern incarnations of conservatives on youtube these people are referred to as anti sjws and the,NOT,,
19345,this avi who you think you are,NOT,,
73122,because i knew it would flush out the one dutch anti fa on twitter i was feeling lonely,NOT,,
19594,it is not safe anyway because he is a liar you can never get to the bottom of a liar,OFF,TIN,IND
74410,is correct watch initial bump from sj ws but over the next few months will suffer significantly conservatives are patient,NOT,,
74437,notice how much he keeps looking around he is looking for a little girl to touch he is a disgrace to our country maga,NOT,,
35836,senseless crying face gun control now vote blue and end this american nightmare,NOT,,
99937,yes sir,NOT,,
44089,she is loudly crying face loudly crying face loudly crying face,NOT,,
31515,hahahaha how many fake cases of hate have liberals made up sense the election really sad liberals will lie about anything to get what they want but cannot really expect much from people who need safe spaces and attack people who do not agree with them,NOT,,
31639,according to a student that spoke under condition of anonymity the furniture in johnson hall has been replaced by even shit tier couches seuday,OFF,TIN,IND
82746,colin cowherd is a clown just when you think he is going to make a point he just spews out garbage there is no way you look at both goff and tru bisky and say goff has the higher ceiling may be the higher floor but only bc he is in yr of mcv ays offense,OFF,TIN,IND
90129,if antifa were not using violence they would not have a hope of doing this jokes lt violence,NOT,,
95897,hey great to see your tax cuts and wider fiscal policies doing so well winning maga,NOT,,
70158,be to or whomever move and support immigrants ile gals into your home,OFF,TIN,GRP
36895,wow lying comes so easily to you liberal s scary,NOT,,
98967,rotten character or what we call in spanish mal character,OFF,TIN,IND
56116,weeks until we go back to this awesome place some awful behaviour from adults staring at her skin but she is a wee fighter months clear now and her confidence back blue heart,NOT,,
26810,i realize there are violent trump supporters too but pale on comparison to the left does antifa ring a bell,NOT,,
50314,affirmative we understand the situation wwg wga maga,NOT,,
83164,commissar says you have his blessing,NOT,,
41348,why are you acknowledging her existence time to block her and give us all a break she is a nobody she use to be a funny comedian who gave away her power to hate and lost almost everything,OFF,TIN,IND
57635,when mentioned years of economic pain was he referring to imposed austerity,NOT,,
96464,weather,NOT,,
32921,yep fbi and cia we are operating like the kgb to conservatives much like robert kgb mueller is doing now,NOT,,
49382,both sides are anti fa kkk gotta stop,NOT,,
21552,fuck alan i am sorry,OFF,TIN,IND
98737,her own party does not want that,NOT,,
63201,what you are suggesting is thoughts amp prayers would not have given you this picture that science amp technological advances did science,NOT,,
36092,god damn it you are so right there is no going wrong with this stuff,NOT,,
10223,poor tiffany the best of the trumps she is for sure,NOT,,
63716,look in good he is a pretty awesome guy,NOT,,
75359,so you are saying all people who we are opposed to the democrats and antifa in charlotte we are nazis is that your claim,NOT,,
94354,do not know what you mean by independent media but i read msm and they tell me that antifa are in fact the violent leftists who are causing all the problems at protests what i see is right wing media painting all liberal protestors as the same as anti fa,NOT,,
34523,bullshit i live in nh my daughter goes to school in cali she is considered a non resident this is clearly a move to fraud the citizens of nh,OFF,TIN,OTH
94350,ooh very handsome archie that looks beautiful we are you are at is it your new gaff behind you face blowing a kiss face blowing a kiss face blowing a kiss,NOT,,
13970,he is growing fast loudly crying face,NOT,,
99381,you are yesterday s fake news trying to make a come back at the desperation and obstruction of do nothing liberals amp democrats who cares what happened when you we are a minor in high school you are not the victim here just another me too sexual misconduct baiter and switcher,OFF,TIN,IND
41492,but she has no concrete facts but to dems a lie is good enough,NOT,,
30621,a good speaker good listener maga united states,NOT,,
61717,conservatives think it because the neocon infiltration that successfully corrupted and nearly destroyed conservatism has been brainwashing them for decades to accept anything with the free trade label as good and anything with protectionist attached to it as bad,OFF,TIN,IND
80388,you are my sunshine my only sunshine beating heart musical notes,NOT,,
27816,do you know why this shameless muslim socialist is still so arrogant and believes in himself thst he thinks he is such a good politician i will tell you why so many stupid american voters per gruber that are so gullible,OFF,TIN,IND
73496,cnn will go down in flames with the rest of the liberal s they are far too clueless to change,OFF,TIN,GRP
83269,did you reply to him with haleigh for afp i think he is blocking for that,NOT,,
10303,he is so lame outside the cage killer in the cage,OFF,TIN,IND
58168,that is not a bill about lgbt sex workers it is a bill on sex workers in general harris has a very good record as attested by lgbt orgs i mean if we are playing that game you could argue that bernie votes on gun control has impacted the lives of black people in chicago negatively,OFF,TIN,IND
47774,why you ignore my best friend she all deserve your fucking follow she love you with all your heart she waiting for years folded hands light skin tone folded h and s light skin tone folded hands light sk in tone folded h and s light skin tone,NOT,,
43971,and how pound females do you know hm,NOT,,
51584,there are no timely responses in rap beef lma oooooo nas took three months to respond to jay and he bodied him em always takes a month or more where did you all get this timely response shit,OFF,TIN,IND
77748,what the fuck,OFF,UNT,
67565,just like the old days if she floats she is a witch and must be burned or hanged if she sinks and drowns she is innocent,NOT,,
47527,let us fix this for you he is not accused people heard him so how about eric trump made anit semetic remarks,NOT,,
83318,henny why do you outside where u and ya pussy ass sister at we just wanna talk,OFF,TIN,IND
87713,wtf amp seriously what manner of bigoted platforms are you running that label an exhortation for children black or other to stay in school jackdorseyisabigot maga kag,OFF,TIN,GRP
28310,true justice is coming soon maga our justice,NOT,,
70635,companies that hire illegals that commit crimes sb required to cover legal fees or be fined for malfeasance for hiring them in the first place we will never solve this problem until strict laws are passed,NOT,,
80958,a every moment is a my best moment as she is my world carters bodysuit sweepstakes,NOT,,
54550,actually i avoid purple because everyone loves it and i am addicted to pissing people of f i also detest the color purple,NOT,,
61842,the real gun control issue,NOT,,
30101,or conservatives trying to get bill clinton you get the idea,NOT,,
99193,why does not he leave the country if he is so unhappy with america,OFF,TIN,IND
36520,won this round yuck er always interrupts his guests and it did not work this time he is so rude michael avenatti,OFF,TIN,IND
20714,oh she does just a chunk missing some bone may be showing i will be alright kogasa just help me get back to our home that much is true she is not like her normal self and she is much more aggressive she is just gonna kneel on koga sa for support though,NOT,,
62334,just fabric not a flag and she is ok i love patriotism,NOT,,
39395,attention is publishing a list for antifa of names of trump supporters some are high profile many are everyday trump supporters he has been reported to twitter but they have still not suspended his account check out his account lists,NOT,,
41672,i like how her boobs have the same mass as her belly xd,OFF,TIN,IND
33014,obviously they do not care who they ruin due to their attacks on conservatives the left is out of control and blind as a bat,OFF,TIN,GRP
11802,brandon straka your nov walk away protest march will be dangerous the left always turns to violence profanity masked rioters since they will do anything for a soros gift card they know nothing but violence as this is all they are capable of understanding,NOT,,
67606,*wa its for a buncha brain dead rednecks to burn the levi s that the y are wearing and get hauled off to the er en masse*,OFF,UNT,
97923,how the fuck is puting raven with derrick and dan and dr will saying she is a mastermind when she did not do shit put bitch about being sick and being annoying and boring take raven out and put tyler in he is playing a great game even the great player who won said he is good,OFF,TIN,IND
86107,kirk douglas you are not,NOT,,
95322,does not possess the wisdom to pass judgment on a honest man like judge kavanaugh she has flawed and suspect judgment as manifested in her ill advised years long affair with the likes of mayor willie brown she launched her career on her back she is trashy,NOT,,
73968,you are an inspiration and fierce healthy living,NOT,,
27820,i think you mean alan,NOT,,
63332,access to health c are improved infrastructure green jobs less pollution and poison in waterways civil rights gun control birth control sounds like a pretty great plan to me,NOT,,
31841,good grief,NOT,,
32064,confirm kavanaugh kavanaugh for scotus a nra no new gun control a defend the second nra vote for share act no compromise protect our god given rights remember your oath nraun control a defend the second nra,NOT,,
53357,idk what to think about her but with her eyes like they r she is naturally bugging out all the time which is untrustworthy,OFF,UNT,
91328,she is not a mental health clinician of any kind much less a licensed psychologist fake psychologist,NOT,,
33845,she has received death threats and has teenage daughters she is protecting her family,OFF,TIN,IND
58897,yaa ass thanks red heart,NOT,,
57872,well he is really really smart and nothing woodward wrote in is book is true good lord this is the shit we see it and hear it everyday all day did we really need a op ed or a book,OFF,TIN,IND
22481,gun control kills more people,OFF,TIN,GRP
12336,take take take walk away from the idiot party maga,OFF,UNT,
21275,monster hunter,NOT,,
64230,keep your pelosi money red nation rising maga walk away,NOT,,
19577,i m late but nevertheless sss happy birthday cel hope u had a great day and continue being the person you are all the love,NOT,,
38151,where is antifa for alex jones no where to be found,NOT,,
22751,i am not from anti fa i will just be happy when sam dies,NOT,,
15119,and you will spend your final days in hell sinking,OFF,TIN,IND
22052,is so stupid it makes her sooooooo hot,OFF,TIN,IND
68181,when trump posts shit like this you know that he is distracting from something else that is going on distract ification,OFF,TIN,IND
95570,are and all over this gun control utopia chicago needs them right about now just do it us open serena maga,NOT,,
95847,we need a wild wild web for conservatives,NOT,,
44026,could this be another trol post designed to get antifa to get themselves in trouble,NOT,,
26284,no no no no no people who fat shame do not give the slightest shit about someone s health you do not know about anyone s health just by looking at how big they are you are not their doctor i know many super healthy fat people and horrifically unhealthy skinny people,OFF,TIN,GRP
46434,i cannot help it if i like having air clean enough to breathe and i do not like the ers doing everything they can to keep the rest of us poor remember when nestl s former cea claimed we do not have a right to water i *ing hate clueless conservatives,NOT,,
28568,he is bluffing he should not have brought it up now trump need to insist or say it is proof he is lying trump wins either way,NOT,,
48837,maga is just an empty slogan promise that rallies the sheep towards a hollow shepherd,NOT,,
69815,i am surprised he did not shoot his students just prove gun control is important i am glad i do not send kids to college what a waste of money turning them into pumpkin heads,OFF,TIN,GRP
71741,you are the best player in world right now is just matter of time before the world realizes who you are,NOT,,
54911,the ol guilty because we liberals say so ploy,NOT,,
93212,now u r making political issue she died this is it many peoples r dying daily because of the m why she is so special en cashing her death for sympathy of corrupt what r u doing waseem bhai,NOT,,
93373,thanks so the large corporates are going to have to take it on the nose reason for asking is that the y employ a few people in uk who might not want to see their empl yers leave and represent part of many peoples pensions,NOT,,
79117,as she should be,NOT,,
42375,courageous thumbs up clapping hands clapping hands now she would better get out of there before she is charged with a hate crime maga build the w all lock them all up fixit,NOT,,
38813,just goes to show you can be deluded and misled on several and subsequent occasions i would ask dr lee for an urgent appointment on the grounds of the fact you keep getting these delusions thinking face p outing face european union,NOT,,
27341,so inspiring to see so many people playing,NOT,,
22909,this is all you need to know about liberal s he represents his party well,NOT,,
45781,sean penn metoo movement seeks to divide men and women lt gotta say i stand w jeff spicoli on this one maga wwg wga confirm kavanaugh,OFF,TIN,IND
64456,amen we are ready folded hands revolving hearts revolving hearts revolving hearts folded h and s,NOT,,
11396,more like put in every day maga,OFF,TIN,GRP
83772,anyone have any guesses as to what amp will lie about this week a the world is ending friday b give me all your money amp i will triple it by tomorrow c knows everything just listen to her d maga,OFF,TIN,GRP
16110,keep up the good work protect free speech and call out war criminals nhs bbc bbcqt newsnight bbcpl channel brexit may corbyn labour conservatives marr hignfy uk labour sky news bbc live politics live,NOT,,
90555,why should any sexuality be an issue for kids this age liberals are ridiculous,OFF,TIN,IND
40609,gun control works it just does,NOT,,
27269,i believe that melania trump is an abused woman may be not physically but definitely mentally by an abuser husband and she is afraid to speak out against her abuse r,OFF,TIN,IND
64920,i could not agree more and the unions attacking her are politicizing it far more than she is by turning it into a press release i wrote about this last year,NOT,,
47612,i still feel like we missed on him we may never know he is also a senior dp next year which does not help oh usl team where are you,NOT,,
11932,wonderful to talk with your mother before the speech today about my friend amir you are blessed with a strong family blue heart,NOT,,
30536,her house in ca eyes waving h and waving h and wav in g h and waving hand,NOT,,
62259,is demanding we all do better this time around with kavanaugh survivors are always asking am i safe she wrote right now conservatives you are telling them no larrynassar,NOT,,
65079,fuck yeah you are,OFF,TIN,IND
42155,she became a alcoholic ceal rly became a fatty has had like a year to loose the weight she is the only starlet in hollywood that does not look good with a lil extra weight gonna go for a walk now and one of tays gps stalking she ld maidens might have orders to mac miller tommy valhalla,OFF,TIN,IND
85067,sadly given the hypocritical and unethical behaviour of liberal s democrats these days i view any claims or allegations made by them with a huge degree of scepticism,OFF,TIN,GRP
86223,i hate a man who thinks his irrelevant opinion matters ass bitch,OFF,TIN,IND
66883,what the fuck,OFF,UNT,
87313,i hope kyung soo will work again with nam ji hyun in the future she is so good i really liked the chemistry between them exo this drama deserve this,NOT,,
52419,no he just needs to play his old position and now he even tracks back which is a good thing he is def fo not finished,NOT,,
32509,stop sign biz pac review news stop sign backhand index pointing right the priceless moment rachel maddow invokes bill clinton to ask hillary if kavanaugh will get due process maga united states a pro life,NOT,,
37260,michael ava netti msp said something similar today he is two more great tweets away from a follow,NOT,,
24780,maga hats,NOT,,
60513,looks like the jokes on liberals again forttrump poland booming economy,OFF,TIN,GRP
54170,the next call of duty game should also take the opportunity to tackle the gun control issue face with rolling eyes,NOT,,
85125,what you are witnessing are the conservatives not being the silent majority any more we are speaking out against haters like you and lies you are spreading the fascists and communists are you,NOT,,
18206,bitch please you commie dems are the ones riding hell bent for leather to destroy democracy and the republic,OFF,TIN,IND
59912,is gross,OFF,TIN,IND
90052,you are right we need to choose trudeau is a punk trump is not worried about him we as a country need to decide if we want individual liberty more than an overbearing centralized government telling us how to live and wasting all out money on bureaucracy like obamacare,NOT,,
67145,and donald trump will never be president,NOT,,
21449,tories labour ge conservatives conservatives glowing star there are over million more people in work with the security of a regular pay packet since see how it is changed in your area right arrow,NOT,,
47743,we all know liberals poll is completely a bs,NOT,,
25069,wow love the spray skull,NOT,,
78086,lol i do not remember shit about that day beaming face with smiling eyes,NOT,,
79616,and i am assuming the people waiting to see him and who gave it to him are just as deficient,NOT,,
61069,she is a property owner you and your son could be well * insert feared group name here * paranoia atomisation,NOT,,
82580,they need to only ever see the sky from the safety of a hmp exercise yard,NOT,,
34182,you are not welcome,OFF,TIN,IND
29614,done,NOT,,
78458,i do not know about soros but i do know that some on the right do use the actions of a few antifa to play identity politics and claim all on the left are violent and that is not helpful for anyone is it,OFF,TIN,GRP
20153,there is not one that i know of,NOT,,
53341,devil worshippers unit e,NOT,,
38477,maga patriots we need you,NOT,,
31129,pittsburgh sucks kek,NOT,,
80093,biden successfully plagiarized to get ahead in his political career he is the poster boy of the dregs of society vote dems out in november,NOT,,
69448,unless he is a contortionist face with tears of joy face with tears of joy face with tears of joy,NOT,,
70317,john kerry is a swamp rat nothing more nothing less cnn we all know is the clown news network,OFF,TIN,OTH
81438,hope all them sandwich s have cheese to go with their wine pig face maga,NOT,,
32735,the republican senate already know who he is that is why they will not release those documents,NOT,,
70141,so all of those people who have thus far died including a one year old child just this morning it is just all fake news in your little mind i think you should go down there and take a look for yourself talk to some of your maga friends about how much fun the y are having,NOT,,
61708,omg gunny thank you you are so kind smiling face with heart eyes loudly crying face two hearts two hearts two hearts two hearts,NOT,,
65639,triple talaq is a burn ol moment for liberals and so called feminists shame they never stood for the real issues related to females,NOT,,
20038,everyone has a life story that is no excuse for being aggressive if anyone is to blame it is the producer for inviting kw on to the show she is clearly not well amp should not have been put in a position where that could happen her management should not have allowed it either,OFF,TIN,IND
79558,from the woman who slept her way on to the stage,NOT,,
53168,go pack go mauna loa american football angry face crunchtoa different beat nfl ncaa,NOT,,
25852,gop republicans conservatives are now proven male chauvinistic pigs why any women would vote for them is astonishing kavanaugh,NOT,,
86351,so you all are gonna fight against gun control but you all laughing at this guy literally pulling out a gun and shooting it,OFF,TIN,IND
70658,because the party of violent liberal antifa with their kkk hoods beating up strangers they know nothing about is so great amp honest good ole keith ellison the women beater can tell you that,OFF,TIN,OTH
76693,antifa is a terrorist organization not a lawful protest trump needs to declare martial law and shut em down proper,NOT,,
91220,antifa members,NOT,,
95149,om ah bitch lol i love you domo sparkling heart,OFF,UNT,
20612,honestly we all know he is stupid but what is actually surprising is how dumb and easily persuaded the people of our country are he will say shit like this and every white redneck is screaming yeah maga baby,OFF,TIN,GRP
41545,just vote yes we all know you found out she is a fraud,OFF,TIN,IND
11671,totally just shown herself up to be a spoilt narcissist the comment to the umpire that he will never be at her matches for as long as he lives just who does she think she is not gracious in defeat a disgrace to the sport,OFF,TIN,IND
52581,what that you are a coward that cannot put your own pic up yet you feel you can judge others looks yep i am sure people do call you out on the regular,OFF,TIN,IND
91360,she is fine she starts out like that and then gets up and gets right in derwin s face about it both dogs are walked times per day she is not suffering she is just spoiled,NOT,,
65703,i am very ho ribble and shitty that is how i am loudly crying face,OFF,UNT,
39258,hey bitch daily reminder that i love you,OFF,TIN,IND
41907,you have a lot to at one for you better at one for all your lies i used to think you we are a better person i cannot see anything but evil,NOT,,
33639,god i hope she s wrong,NOT,,
64122,umm she is a reporter asking a question the senator is acting like a baby is this really what adults act like shame on you cbs shame,OFF,TIN,IND
76744,where did i say he is unplayable that was the other guy but vs houston on the switches in a potential first round series sheesh it would not be nice,NOT,,
49373,happy constitution day may this day trigger millions of liberals since they do not believe in the constitution maga,NOT,,
10221,liberals have taken over every major city here but ft worth,NOT,,
55128,what the fuck,OFF,TIN,IND
73586,voting against the progressive agenda that means gop control of the senate as a must hopefully the house and conservatives at the local level to keep progressive agenda out of the public schools,NOT,,
83330,skull yo ass probably playing it on super easy too smh go home,OFF,TIN,IND
62769,hopefully all her boyfriends and or girlfriends will be interviewed possibly past students that have said she is a little psyco before the kavanaugh questions on monday,NOT,,
59113,are they passing out money outside for this too,NOT,,
56523,wow jr you are not very bright are you,OFF,TIN,IND
81309,moron real americans are proud of our accomplishments you are disgusting for not showing the truth,OFF,TIN,IND
92914,this is as bad as those right wing nutjobs that scream now is not the time to talk about things like gun control when a school gets shot up this is exactly the time when people are paying attention when someone has just lost their life to something horrible amp preventable,OFF,UNT,
88261,so true poor basement dweller,OFF,UNT,
27787,i will take snowflake over maga lightweight any day of the week because i have standards,NOT,,
96599,you really think the rio tt squad left you this message read into it more it says fear nikki nikki bella fear she is coming for you this dressing room is only the start of insanity,NOT,,
10922,i do not agree with you but if you want to see a real damsel in distress play the fucking marry jane missions they are soooo boring she is so stupid,OFF,TIN,IND
51341,he a lunatic democrats politicians like antifa george soros think there money talk but it lunatic dung money dam money they have pay me in gold,OFF,TIN,IND
32594,president trump s th wave of judicial nominees tcot maga rednationrising,NOT,,
83535,i know how liberals love to say conservatives are anti science luddites so here for your review how your memory rewrites the past,NOT,,
84976,hallo how are you today i think you are good actor,NOT,,
91451,monte who fuckin knows at this point,OFF,UNT,
68367,shitttt i do amp does,OFF,UNT,
64051,apparently she was a diva when she was with heathers and i think she might have gotten fired for it and she said something like years ago that people took as being trans or homophobic i do not remember,NOT,,
38019,liberals say rightly there is lots of prejudice and discrimination between migrants then conclude all opposition to migration is just arbitrary prejudice but that requires seeing the distinction between citizens and migrants as arbitrary and prejudice driven,NOT,,
36039,gotta give him credit where it is due he may not be a mason but he is out there competing his ass off,OFF,TIN,IND
94064,and those same politicians from both and are selling the country down the drain,OFF,TIN,GRP
65385,and shit like this is why no real research gets done on us,OFF,TIN,GRP
31723,california how gun control laws should of prevented this,OFF,TIN,OTH
36053,ahhh i see i picked up antonio since he is already on the team man shrugging light skin tone,NOT,,
72910,far tac us,NOT,,
31527,he is quite good at faking must have done it numerous times,OFF,TIN,IND
70005,did the pope say he is a sinner yet to be unveiled crying face folded hands,NOT,,
85315,sloppy and pathetic,NOT,,
55843,he had to say this it is the only way his players will trust him he does not really believe it,NOT,,
69697,and he is actually been a gun control advocate for a long time if you bothered to do a little research,NOT,,
61402,skull i beat they ass too for letting them get hit,OFF,TIN,GRP
33120,empower the absolutely unemployable,NOT,,
55346,he is a bitter barn in bred,OFF,TIN,IND
94267,even in the spd there is the believe the antifa has a legitimate reason,NOT,,
11343,what what in the butt,OFF,UNT,
42158,proud to be antifa af,NOT,,
39698,she is and also a goddess,NOT,,
31385,easy for the elites to escape the hell the country would be when left est policies are in force take their private jets home beyond their golden secured walls,NOT,,
84873,cute as fuck hugging face,OFF,TIN,IND
98605,he is a meme repeater,OFF,TIN,IND
67880,will or ask for some sort of gun control or once again do nothing they seem to be really good at doing nothing,OFF,TIN,GRP
88613,chances got s mario cart penis confused with one of the few thousand she is had since the n can you remember what a specific slice of pizza pizza you at years ago looks like dems like ancient memory based accusations confirm kavanaugh now maga,OFF,TIN,IND
16985,it takes a sec google search to see who this accuser is i will help the mindless uneducated liberals,OFF,UNT,
46310,so this is how antifa finally dies by commiting suicide nice,OFF,TIN,IND
68805,do not worry sidhu ji if modi can become pm you are in making hind national party,NOT,,
27567,yes i do because when he is grumpy he is impossible and he grunts and mumbles and shouts at whoever dar es knock on the door of the man cave even at the girls but when he is being good no not really smiling face with smiling eyes,NOT,,
13381,proud gun owner here gun control would definitely fix it plenty of societies have solved this problem we can do much better than this,NOT,,
85997,eric is a crook and that is that,OFF,TIN,IND
69914,i have said that many times liberals and conservatives are two sides of the same coin and that coin is in the back pocket of the wealthy canadian s,OFF,TIN,GRP
69481,this is why she is a former diplomat,NOT,,
59290,of course she is probably has the record over her lifetime,NOT,,
43613,oh oh oh i know never save the republic vote them out save democracy vote maga my ass smart dissent,NOT,,
42968,hi welcome to twitter lol you must have missed the entire week of tweets talking about how reggie was doomed and we had maga running our football operations lol,NOT,,
52858,i think the pope and some others should be prosecuted for covering up and protecting child rapists,OFF,TIN,OTH
26656,lol do not hold your breath while you are waiting because it is going to be about more years of president trump,NOT,,
44884,people are dead after shooting spree in california so those thoughts amp prayers are working good for gun control,OFF,UNT,
68624,you are one of the mastermind of a big syndicate at boc we will not forget you will go to jail pouting face fake drug war,OFF,TIN,IND
89315,prepare for the midterms by reading creating the declaration of independence by to understand what made america great in the first place maga kag,NOT,,
12569,why does have this censored as potentially sensitive material panicindc qanon wwg wga,NOT,,
20840,he is an idiot and not very smart either,OFF,TIN,IND
82085,dog whistles the minute one of those sobs use it it is over never would i vote for any liberal ever no such thing as a moderate or acceptable liberal there all i mean all the same some try and hide there hate but they are all scum your a fool to think they give a shit about you,OFF,TIN,GRP
24431,anyone who is friends with midwest antifa is worth following,NOT,,
58505,maga mike mack has the funniest tweet ever i know he is pissed but it is funny jones out,NOT,,
61602,holy shit get a lawyer false advertisement colon in not a football player he is a vag head,OFF,TIN,IND
91490,conservatives will not whitewash the accusations both sides will be heard in private and again in public if necessary let them hash out the actual significance of an event years ago between a yr old boy and a yr old girl i would go so far as to say let each cross examine,NOT,,
31500,hunn id stax my shit,OFF,TIN,IND
40534,they cite jones being banned for violating twitter s to s there are blue checkmarks spewing the same if not worse kind of shit if you are going to play the anyone can get banned card should not these people also receive bans and suspension s verifiedhate,OFF,TIN,OTH
56740,i think she is cuffed and shackled,NOT,,
53376,about to start success connect,NOT,,
34612,the funny thing is he is a lewis fan and he has me blocked face with tears of joy which i do not get cause i support lewis and i do not know what is got to him but oh well let him throw his toys out lol,NOT,,
97094,trump beat obama in results that is where the true difference lies,NOT,,
68200,i thought it was funny he is a great player though,NOT,,
81160,how about as a republic,NOT,,
84630,awww sad but relieved face sad but relieved face sad but relieved face cupcakes suck it up she lost pouting face p outing face p outing f a ce pouting face get over it pouting face p outing face p outing face,OFF,UNT,
91283,violent liberals antifa with their kkk hoods beating up strangers they know nothing about is exactly what comes to mind when dems say they care about anything either you care about human life or you have people beat up my black conservatives friend has been attacked by the m,NOT,,
83758,yet another really stupid take by erick he is a single issue think er overturning roe anything that gets in the way of that is to be mocked and trivialized he has no other core beliefs,OFF,TIN,GRP
86652,she is a great comedian where as you are a great nothing,OFF,TIN,IND
60641,calling out the islamophobic party of britain to take islamophobia seriously must investigate the likes of,NOT,,
97320,this is madness this is when you know you are going down the same route as venezuela he is going to turn that sovereign fund into a personal piggy bank,NOT,,
45637,i think he is hoping someone somewhat soviet will take care of it for him this could get even uglier,OFF,TIN,IND
94158,yeah ok antifa lover see you in the streets winking face,NOT,,
67780,very cool she deserves the recognition she is getting and more very excited to see her take on a villainous role in her upcoming movie c in days,NOT,,
51558,thank you folded h and s red heart united states wishing you a wonderful maga day,NOT,,
67248,yes he is,OFF,UNT,
20919,could cbc get liberals to tell us the definition of middle class they do not seem to know also mps use the term ordinary canadian s are these born canadian s special are boarder cross ers i would love an answer liberals are in mute on this point but t head has not told them,NOT,,
96596,yes he is but that has little to do with beating the giants from the te position,NOT,,
38546,woman s car towed away after she claimed to have explosives authorities in prince george s county investigated a threat wednesday am at joint base andrews reports indicate a woman said she had explosives and that she refused to leave maga,NOT,,
58734,president trump is keeping his promises but this is the real reason he is hated,OFF,TIN,IND
83932,anybody who thinks it is gun control needs to have a reality check on life,NOT,,
40143,antifa means against fascism and by the way the only people i have ever used the word anti fa are conserva tard trolls on twitter just an fyi the group who is against alt right fascist white supremacist neo naz is are just most american s,NOT,,
69998,* christian kabasele reveals the secrets behind watford s perfect start to the premier league season beans are banned at watford s training ground so christian kabasele spills the avocado and quinoa he is is intelligent,NOT,,
47301,it is ok brenda we know how passionate you are about things to o we love ya,NOT,,
12113,es is fake she willing joined them and stayed with them for months,NOT,,
