text,character,text_norm,token_text_norm,POS,POS_tagged,f_measure,word_count,length,diag_act,LE_C,TS,mispelled
Tracey said you I would fine you in here.  I tried it on. How do I look?  Lovely?,SHIRLEY,tracey said you i would fine you in here . i tried it on . how do i look ? lovely ?,tracey said would fine tried look lovely,NNP VBD PRP PRP MD VB PRP IN RB . PRP VBD PRP IN . WRB VBP PRP VB . RB .,Tracey_NNP said_VBD you_PRP I_PRP would_MD fine_VB you_PRP in_IN here_RB ._. I_PRP tried_VBD it_PRP on_IN ._. How_WRB do_VBP I_PRP look_VB ?_. Lovely_RB ?_.,19.444444444444446,18,81,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",18,0.0,0
What?,IAN,what ?,,WP .,What_WP ?_.,0.0,1,5,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
Got any idea what you want for your birthday?,MAX,got any idea what you want for your birthday ?,got idea want birthday,NNP DT NN WP PRP VBP IN PRP$ NN .,Got_NNP any_DT idea_NN what_WP you_PRP want_VBP for_IN your_PRP$ birthday_NN ?_.,55.55555555555556,9,45,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",9,4.0,0
What?,STACEY,what ?,,WP .,What_WP ?_.,0.0,1,5,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
"What, you been winding him up?",PHIL,"what , you been winding him up ?",winding,"WP , PRP VBN VBG PRP RP .","What_WP ,_, you_PRP been_VBN winding_VBG him_PRP up_RP ?_.",8.333333333333336,6,30,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",6,2.0,0
You haven't?! No!,JANE,you have n't ? ! no !,havent,PRP VBP RB . . UH .,You_PRP have_VBP n't_RB ?_. !_. No_UH !_.,0.0,4,17,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",3,1.0,0
What's all this?,TANYA,what 's all this ?,whats,WP VBZ DT DT .,What_WP 's_VBZ all_DT this_DT ?_.,50.0,4,16,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",3,1.0,0
"Well, sort of take up with Jase, you kind of are aren't ya?",MINTY,"well , sort of take up with jase , you kind of are are n't ya ?",well sort take jase kind arent ya,"RB , NN IN NN RP IN NNP , PRP NN IN VBP VBP RB RB .","Well_RB ,_, sort_NN of_IN take_NN up_RP with_IN Jase_NNP ,_, you_PRP kind_NN of_IN are_VBP are_VBP n't_RB ya_RB ?_.",53.57142857142857,14,59,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",13,3.0,2
What's happened?,STEVEN,what 's happened ?,whats happened,WP VBZ VBN .,What_WP 's_VBZ happened_VBN ?_.,7.105427357601002e-15,3,16,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",2,0.0,0
Stace?,STEVEN,stace ?,stace,NN .,Stace_NN ?_.,100.0,1,6,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,1
Hazel's got it in her head that ...,HEATHER,hazel 's got it in her head that ...,hazel got head,NNP POS VBD PRP IN PRP$ NN IN . . .,Hazel_NNP 's_POS got_VBD it_PRP in_IN her_PRP$ head_NN that_IN ._. ._. ._.,56.25,8,35,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",7,0.0,0
I thought we were past all this...,SEAN,i thought we were past all this ...,thought past,PRP VBD PRP VBD RB PDT DT . . .,I_PRP thought_VBD we_PRP were_VBD past_RB all_PDT this_DT ._. ._. ._.,28.571428571428577,7,34,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",7,1.0,0
"Oh, wouldn't that be something.  If my Dad had known his son would meet the Queen...",IAN,"oh , would n't that be something . if my dad had known his son would meet the queen ...",oh wouldnt something dad known son would meet queen,"UH , MD RB IN VB NN . IN PRP$ NNP VBD VBN PRP$ NN MD VB DT NNP . . .","Oh_UH ,_, would_MD n't_RB that_IN be_VB something_NN ._. If_IN my_PRP$ Dad_NNP had_VBD known_VBN his_PRP$ son_NN would_MD meet_VB the_DT Queen_NNP ._. ._. ._.",47.05882352941177,17,84,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",16,5.0,1
Our paths crossed. Alright?  I don't know.,JACK,our paths crossed . alright ? i do n't know .,path crossed alright dont know,PRP$ NNS VBN . NNP . PRP VBP RB VB .,Our_PRP$ paths_NNS crossed_VBN ._. Alright_NNP ?_. I_PRP do_VBP n't_RB know_VB ._.,25.0,8,42,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",7,1.0,0
I've booked a table for two at The Challes Hotel tomorrow night.,IAN,i 've booked a table for two at the challes hotel tomorrow night .,ive booked table two challes hotel tomorrow night,PRP VBP VBN DT NN IN CD IN DT NNP NNP NN NN .,I_PRP 've_VBP booked_VBN a_DT table_NN for_IN two_CD at_IN The_DT Challes_NNP Hotel_NNP tomorrow_NN night_NN ._.,73.07692307692308,13,64,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",12,6.0,1
"That sound like a screwed up drug addict to you?    Rainey, Derek Evans, social services.  Max has told them you leave syringes everywhere and invite my kids to shoot up.",TANYA,"that sound like a screwed up drug addict to you ? rainey , derek evans , social services . max has told them you leave syringes everywhere and invite my kids to shoot up .",sound like screwed drug addict rainey derek evans social service max told leave syrinx everywhere invite kid shoot,"DT NN IN DT VBN RP NN NN TO PRP . NNP , NNP NNP , JJ NNS . NNP VBZ VBN PRP PRP VBP NNS RB CC VB PRP$ NNS TO VB RP .","That_DT sound_NN like_IN a_DT screwed_VBN up_RP drug_NN addict_NN to_TO you_PRP ?_. Rainey_NNP ,_, Derek_NNP Evans_NNP ,_, social_JJ services_NNS ._. Max_NNP has_VBZ told_VBN them_PRP you_PRP leave_VBP syringes_NNS everywhere_RB and_CC invite_VB my_PRP$ kids_NNS to_TO shoot_VB up_RP ._.",55.0,30,170,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",30,13.0,0
And what about when he tries to crawl back into your bed eh?  What you gonna do? Have a headache? For how long?,SEAN,and what about when he tries to crawl back into your bed eh ? what you gon na do ? have a headache ? for how long ?,try crawl back bed eh gonna headache long,CC WP IN WRB PRP VBZ TO VB RB IN PRP$ NN NN . WP PRP VBP TO VB . VB DT NN . IN WRB JJ .,And_CC what_WP about_IN when_WRB he_PRP tries_VBZ to_TO crawl_VB back_RB into_IN your_PRP$ bed_NN eh_NN ?_. What_WP you_PRP gon_VBP na_TO do_VB ?_. Have_VB a_DT headache_NN ?_. For_IN how_WRB long_JJ ?_.,39.58333333333333,24,111,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",23,2.0,0
Come on girls. You're gonna be late.What are you doing here?,TANYA,come on girls . you 're gon na be late.what are you doing here ?,come girl youre gonna late,NNP IN NNS . PRP VBP VBG RB VB RB . WP VBP PRP VBG RB .,Come_NNP on_IN girls_NNS ._. You_PRP 're_VBP gon_VBG na_RB be_VB late_RB ._. What_WP are_VBP you_PRP doing_VBG here_RB ?_.,21.42857142857143,14,60,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",11,3.0,0
"No no, I need you there for me alright! No one else...",TANYA,"no no , i need you there for me alright ! no one else ...",need alright one else,"DT DT , PRP VBP PRP EX IN PRP JJ . DT NN RB . . .","No_DT no_DT ,_, I_PRP need_VBP you_PRP there_EX for_IN me_PRP alright_JJ !_. No_DT one_NN else_RB ._. ._. ._.",54.16666666666667,12,54,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",12,0.0,0
Come on. I'll get you another. Sounds like you need it.,HEATHER,come on . i 'll get you another . sounds like you need it .,come ill get another sound like need,VBN IN . PRP MD VB PRP DT . VBZ IN PRP VBP PRP .,Come_VBN on_IN ._. I_PRP 'll_MD get_VB you_PRP another_DT ._. Sounds_VBZ like_IN you_PRP need_VBP it_PRP ._.,29.16666666666667,12,55,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",11,1.0,0
Go on.  It might cheer you up. You look like someone's died!,ROXY,go on . it might cheer you up . you look like someone 's died !,go might cheer look like someone died,VB IN . PRP MD VB PRP RP . PRP VBP IN NN POS JJ .,Go_VB on_IN ._. It_PRP might_MD cheer_VB you_PRP up_RP ._. You_PRP look_VBP like_IN someone_NN 's_POS died_JJ !_.,42.30769230769231,13,60,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",12,1.0,0
"Yeah well, you didn't need me yesterday, did ya.",SEAN,"yeah well , you did n't need me yesterday , did ya .",yeah well didnt need yesterday ya,"RB RB , PRP VBD RB VB PRP NN , VBD NN .","Yeah_RB well_RB ,_, you_PRP did_VBD n't_RB need_VB me_PRP yesterday_NN ,_, did_VBD ya_NN ._.",20.0,10,48,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",9,4.0,0
Are you?,TANYA,are you ?,,NNP PRP .,Are_NNP you_PRP ?_.,50.0,2,8,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",2,0.0,0
I can't help you if you don't tell me what's going on.,SEAN,i ca n't help you if you do n't tell me what 's going on .,cant help dont tell whats going,PRP MD RB VB PRP IN PRP VBP RB VB PRP WP VBZ VBG IN .,I_PRP ca_MD n't_RB help_VB you_PRP if_IN you_PRP do_VBP n't_RB tell_VB me_PRP what_WP 's_VBZ going_VBG on_IN ._.,16.66666666666667,15,54,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",12,1.0,0
You don't have to do this you know.Max.,TANYA,you do n't have to do this you know.max .,dont know max,PRP VBP RB VB TO VB DT PRP VBP . NNP .,You_PRP do_VBP n't_RB have_VB to_TO do_VB this_DT you_PRP know_VBP ._. Max_NNP ._.,25.0,10,39,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",8,1.0,0
How d'you know he hasn't,TANYA,how d'you know he has n't,dyou know hasnt,WRB NN VBP PRP VBZ RB,How_WRB d'you_NN know_VBP he_PRP has_VBZ n't_RB,16.66666666666667,7,24,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",5,0.0,1
"Well, where is she?",MINTY,"well , where is she ?",well,"RB , WRB VBZ PRP .","Well_RB ,_, where_WRB is_VBZ she_PRP ?_.",0.0,4,19,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",4,0.0,0
Shut up.,RONNIE,shut up .,shut,NNP RP .,Shut_NNP up_RP ._.,75.0,2,8,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
What are you saying?  I a couple of weeks time you're gonna be all pals again?,TANYA,what are you saying ? i a couple of weeks time you 're gon na be all pals again ?,saying couple week time youre gonna pal,WP VBP PRP VBG . PRP DT NN IN NNS NN PRP VBP VBG TO VB DT NNS RB .,What_WP are_VBP you_PRP saying_VBG ?_. I_PRP a_DT couple_NN of_IN weeks_NNS time_NN you_PRP 're_VBP gon_VBG na_TO be_VB all_DT pals_NNS again_RB ?_.,41.666666666666664,18,78,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",16,5.0,0
... Did you hear him?  ‚Nice try'?,TANYA,... did you hear him ? ‚nice try ' ?,hear nice try,. . . NNP PRP VBP PRP . '' NN '' .,._. ._. ._. Did_NNP you_PRP hear_VBP him_PRP ?_. ‚Nice_'' try_NN '_'' ?_.,40.0,6,34,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",6,3.0,1
It's gonna to work. All he needs is two weeks off and er...two...,GARRY,it 's gon na to work . all he needs is two weeks off and er ... two ...,gonna work needs two week er two,PRP VBZ VBG TO TO VB . DT PRP VBZ VBZ CD NNS IN CC NN . . . CD . . .,It_PRP 's_VBZ gon_VBG na_TO to_TO work_VB ._. All_DT he_PRP needs_VBZ is_VBZ two_CD weeks_NNS off_IN and_CC er_NN ._. ._. ._. two_CD ._. ._. ._.,40.625,16,65,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",13,0.0,0
Oi! Roxy! Where you going?,CHRISTIAN,oi ! roxy ! where you going ?,oi roxy going,NN . NN . WRB PRP VBG .,Oi_NN !_. Roxy_NN !_. Where_WRB you_PRP going_VBG ?_.,40.0,5,26,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",5,2.0,0
He blames me for what happened to Kevin Wicks- they were pretty close.,PHIL,he blames me for what happened to kevin wicks- they were pretty close .,blame happened kevin wick pretty close,PRP VBZ PRP IN WP VBD TO NNP NNP PRP VBD RB JJ .,He_PRP blames_VBZ me_PRP for_IN what_WP happened_VBD to_TO Kevin_NNP Wicks-_NNP they_PRP were_VBD pretty_RB close_JJ ._.,34.61538461538461,13,70,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",13,6.0,0
I don't understand why you're doing this? But if you pull a stunt like that again I'll...,IAN,i do n't understand why you 're doing this ? but if you pull a stunt like that again i 'll ...,dont understand youre pull stunt like ill,PRP VBP RB VB WRB PRP VBP VBG DT . CC IN PRP VBP DT NN IN DT RB PRP MD . . .,I_PRP do_VBP n't_RB understand_VB why_WRB you_PRP 're_VBP doing_VBG this_DT ?_. But_CC if_IN you_PRP pull_VBP a_DT stunt_NN like_IN that_DT again_RB I_PRP 'll_MD ._. ._. ._.,35.0,20,89,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",17,3.0,0
Look.  Now's not a very good time. So maybe...,MINTY,look . now 's not a very good time . so maybe ...,look nows good time maybe,NNP . RB VBZ RB DT RB JJ NN . RB RB . . .,Look_NNP ._. Now_RB 's_VBZ not_RB a_DT very_RB good_JJ time_NN ._. So_RB maybe_RB ._. ._. ._.,40.0,10,46,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",9,1.0,0
"My choice?! What choice have you given me, eh?  You haven't given me a choice about anything. You've given me no choice at all.",TANYA,"my choice ? ! what choice have you given me , eh ? you have n't given me a choice about anything . you 've given me no choice at all .",choice choice given eh havent given choice anything youve given choice,"PRP$ NN . . WP NN VBP PRP VBN PRP , VB . PRP VBP RB VBN PRP DT NN IN NN . PRP VBP VBN PRP DT NN IN DT .","My_PRP$ choice_NN ?_. !_. What_WP choice_NN have_VBP you_PRP given_VBN me_PRP ,_, eh_VB ?_. You_PRP have_VBP n't_RB given_VBN me_PRP a_DT choice_NN about_IN anything_NN ._. You_PRP 've_VBP given_VBN me_PRP no_DT choice_NN at_IN all_DT ._.",38.46153846153847,26,127,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",24,5.0,0
"Just get her right, can you do that?",SEAN,"just get her right , can you do that ?",get right,"RB VB PRP RB , MD PRP VB DT .","Just_RB get_VB her_PRP right_RB ,_, can_MD you_PRP do_VB that_DT ?_.",18.75,8,36,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",8,0.0,0
"I want to. He's my boy, too.",SHIRLEY,"i want to . he 's my boy , too .",want he boy,"PRP VBP TO . PRP VBZ PRP$ NN , RB .","I_PRP want_VBP to_TO ._. He_PRP 's_VBZ my_PRP$ boy_NN ,_, too_RB ._.",18.75,8,28,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",7,1.0,0
Jam jars.,IAN,jam jars .,jam jar,NNP NNS .,Jam_NNP jars_NNS ._.,100.0,2,9,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
I'll be fine. He's all mouth and no trousers.,BRADLEY,i 'll be fine . he 's all mouth and no trousers .,ill fine he mouth trouser,PRP MD VB JJ . PRP VBZ DT NN CC DT NNS .,I_PRP 'll_MD be_VB fine_JJ ._. He_PRP 's_VBZ all_DT mouth_NN and_CC no_DT trousers_NNS ._.,54.54545454545455,11,45,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",9,0.0,0
You look sorry.,CLARE,you look sorry .,look sorry,PRP VBP JJ .,You_PRP look_VBP sorry_JJ ._.,33.333333333333336,3,15,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",3,1.0,0
"Oh right, don't gimme all that.",MAX,"oh right , do n't gim me all that .",oh right dont gimme,"UH NN , VBP RB VB PRP DT DT .","Oh_UH right_NN ,_, do_VBP n't_RB gim_VB me_PRP all_DT that_DT ._.",37.5,8,31,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",6,2.0,0
I can see how you'd want more than someone like me.,BRADLEY,i can see how you 'd want more than someone like me .,see youd want someone like,PRP MD VB WRB PRP MD VB JJR IN NN IN PRP .,I_PRP can_MD see_VB how_WRB you_PRP 'd_MD want_VB more_JJR than_IN someone_NN like_IN me_PRP ._.,41.666666666666664,12,51,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",11,2.0,0
I've got to get the girls ready.,TANYA,i 've got to get the girls ready .,ive got get girl ready,PRP VBP VBN TO VB DT NNS JJ .,I_PRP 've_VBP got_VBN to_TO get_VB the_DT girls_NNS ready_JJ ._.,43.75,8,32,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",7,0.0,0
Libby... She says you ain't planning on coming back. That true?,SHIRLEY,libby ... she says you ai n't planning on coming back . that true ?,libby say aint planning coming back true,NNP . . . PRP VBZ PRP VBP RB VBG IN VBG RB . DT JJ .,Libby_NNP ._. ._. ._. She_PRP says_VBZ you_PRP ai_VBP n't_RB planning_VBG on_IN coming_VBG back_RB ._. That_DT true_JJ ?_.,33.333333333333336,12,63,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",11,7.0,0
I'll call alright.,SEAN,i 'll call alright .,ill call alright,PRP MD VB NN .,I_PRP 'll_MD call_VB alright_NN ._.,37.5,4,18,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",3,1.0,0
"Alright, I suppose so....",IAN,"alright , i suppose so ... .",alright suppose,"NNP , PRP VBP RB . . . .","Alright_NNP ,_, I_PRP suppose_VBP so_RB ._. ._. ._. ._.",25.0,4,25,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",4,7.0,0
I don't.,TANYA,i do n't .,dont,PRP VBP RB .,I_PRP do_VBP n't_RB ._.,7.105427357601002e-15,3,8,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
Me?,TANYA,me ?,,NNP .,Me_NNP ?_.,100.0,1,3,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
"Just stay here, look after Peter.",IAN,"just stay here , look after peter .",stay look peter,"RB NN RB , VBP IN NNP .","Just_RB stay_NN here_RB ,_, look_VBP after_IN Peter_NNP ._.",50.0,6,33,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",6,2.0,0
"Vinnie, he needs to tell you something.",HEATHER,"vinnie , he needs to tell you something .",vinnie need tell something,"NNP , PRP VBZ TO VB PRP NN .","Vinnie_NNP ,_, he_PRP needs_VBZ to_TO tell_VB you_PRP something_NN ._.",35.714285714285715,7,39,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",7,3.0,0
"God, you really can't stand it, can you? YOu stand to see me happy. But, I am happy. For once in my life I've got a man of my own and I'm not gonna let you spoil it for me, not this time.",RONNIE,"god , you really ca n't stand it , can you ? you stand to see me happy . but , i am happy . for once in my life i 've got a man of my own and i 'm not gon na let you spoil it for me , not this time .",god really cant stand stand see happy happy life ive got man im gonna let spoil time,"NNP , PRP RB MD RB VB PRP , MD PRP . '' VBP TO VB PRP JJ . CC , PRP VBP JJ . IN RB IN PRP$ NN PRP VBP VBD DT NN IN PRP$ JJ CC PRP VBP RB VBG TO VB PRP VB PRP IN PRP , RB DT NN .","God_NNP ,_, you_PRP really_RB ca_MD n't_RB stand_VB it_PRP ,_, can_MD you_PRP ?_. YOu_'' stand_VBP to_TO see_VB me_PRP happy_JJ ._. But_CC ,_, I_PRP am_VBP happy_JJ ._. For_IN once_RB in_IN my_PRP$ life_NN I_PRP 've_VBP got_VBD a_DT man_NN of_IN my_PRP$ own_JJ and_CC I_PRP 'm_VBP not_RB gon_VBG na_TO let_VB you_PRP spoil_VB it_PRP for_IN me_PRP ,_, not_RB this_DT time_NN ._.",34.78260869565217,47,187,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",43,5.0,0
Are you still feeling sick?,MINTY,are you still feeling sick ?,still feeling sick,NNP PRP RB VBG NN .,Are_NNP you_PRP still_RB feeling_VBG sick_NN ?_.,40.0,5,27,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",5,2.0,0
Awful but there's nothing you can do about that.,MINTY,awful but there 's nothing you can do about that .,awful there nothing,JJ CC EX VBZ NN PRP MD VB IN DT .,Awful_JJ but_CC there_EX 's_VBZ nothing_NN you_PRP can_MD do_VB about_IN that_DT ._.,55.0,10,48,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",9,4.0,0
The drawings you done of me.,STACEY,the drawings you done of me .,drawing done,DT NNS PRP VBN IN PRP .,The_DT drawings_NNS you_PRP done_VBN of_IN me_PRP ._.,50.0,6,28,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",6,0.0,0
"Look, Tanya's gonna be back in a minute.  I need you to stay here and help me sort out this mess.",CLARE,"look , tanya 's gon na be back in a minute . i need you to stay here and help me sort out this mess .",look tanyas gonna back minute need stay help sort mess,"NNP , NNP POS NN TO VB RB IN DT NN . PRP VBP PRP TO VB RB CC VB PRP VB RP DT NN .","Look_NNP ,_, Tanya_NNP 's_POS gon_NN na_TO be_VB back_RB in_IN a_DT minute_NN ._. I_PRP need_VBP you_PRP to_TO stay_VB here_RB and_CC help_VB me_PRP sort_VB out_RP this_DT mess_NN ._.",45.65217391304348,23,97,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",21,4.0,0
Why don't you light a candle or something.,TANYA,why do n't you light a candle or something .,dont light candle something,WRB VBP RB PRP VB DT NN CC NN .,Why_WRB do_VBP n't_RB you_PRP light_VB a_DT candle_NN or_CC something_NN ._.,38.888888888888886,9,42,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",8,3.0,0
"After making a few dozen copies for the future, yes, why the hell not?  If I fold once he can do it again, go for this place next.",PHIL,"after making a few dozen copies for the future , yes , why the hell not ? if i fold once he can do it again , go for this place next .",making dozen copy future yes hell fold go place next,"IN VBG DT JJ NN NNS IN DT NN , UH , WRB DT NN RB . IN PRP VBP RB PRP MD VB PRP RB , VB IN DT NN JJ .","After_IN making_VBG a_DT few_JJ dozen_NN copies_NNS for_IN the_DT future_NN ,_, yes_UH ,_, why_WRB the_DT hell_NN not_RB ?_. If_IN I_PRP fold_VBP once_RB he_PRP can_MD do_VB it_PRP again_RB ,_, go_VB for_IN this_DT place_NN next_JJ ._.",55.35714285714286,28,130,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",28,6.0,0
Oh does he now?,JANE,oh does he now ?,oh,UH VBZ PRP RB .,Oh_UH does_VBZ he_PRP now_RB ?_.,0.0,4,15,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",4,0.0,0
"Deano's gone, hasn't he? For good.",STACEY,"deano 's gone , has n't he ? for good .",deanos gone hasnt good,"NNP POS VBN , VBZ RB PRP . IN JJ .","Deano_NNP 's_POS gone_VBN ,_, has_VBZ n't_RB he_PRP ?_. For_IN good_JJ ._.",43.75,8,34,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",6,2.0,1
"I won't, I won't -",RONNIE,"i wo n't , i wo n't -",wont wont,"PRP MD RB , PRP MD RB :","I_PRP wo_MD n't_RB ,_, I_PRP wo_MD n't_RB -_:",16.66666666666667,6,18,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,2.0,0
What you talking about?,STACEY,what you talking about ?,talking,WP PRP VBG IN .,What_WP you_PRP talking_VBG about_IN ?_.,25.0,4,23,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",4,1.0,0
"Can't you see, Sean? I am, I'm almost lost here. Maybe I'll sleep with him again. Maybe I'll go on sleeping with him,  Maybe I'll spend the rest ofmy life with him. Maybe he's already won.",TANYA,"ca n't you see , sean ? i am , i 'm almost lost here . maybe i 'll sleep with him again . maybe i 'll go on sleeping with him , maybe i 'll spend the rest ofmy life with him . maybe he 's already won .",cant see sean im almost lost maybe ill sleep maybe ill go sleeping maybe ill spend rest ofmy life maybe he already,"NNP RB PRP VB , NNP . PRP VBP , PRP VBP RB VBN RB . RB PRP MD VB IN PRP RB . RB PRP MD VB IN VBG IN PRP , RB PRP MD VB DT NN JJ NN IN PRP . RB PRP VBZ RB VBN .","Ca_NNP n't_RB you_PRP see_VB ,_, Sean_NNP ?_. I_PRP am_VBP ,_, I_PRP 'm_VBP almost_RB lost_VBN here_RB ._. Maybe_RB I_PRP 'll_MD sleep_VB with_IN him_PRP again_RB ._. Maybe_RB I_PRP 'll_MD go_VB on_IN sleeping_VBG with_IN him_PRP ,_, Maybe_RB I_PRP 'll_MD spend_VB the_DT rest_NN ofmy_JJ life_NN with_IN him_PRP ._. Maybe_RB he_PRP 's_VBZ already_RB won_VBN ._.",27.380952380952387,42,188,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",36,3.0,1
...It's the kid I feel sorry for. ‚How's he gonna feel when he gets Barbara flamin' Cartland to pick him up from school?   Oh and another thing. When he's old enough to sign on. You're gonna be...,GARRY,... it 's the kid i feel sorry for . ‚how 's he gon na feel when he gets barbara flamin ' cartland to pick him up from school ? oh and another thing . when he 's old enough to sign on . you 're gon na be ...,kid feel sorry hows gonna feel get barbara flamin cartland pick school oh another thing he old enough sign youre gonna,. . . PRP VBZ DT NN PRP VBP JJ IN . NN POS PRP VBZ TO VB WRB PRP VBZ NNP NN '' NNP TO VB PRP RP IN NN . NNP CC DT NN . WRB PRP VBZ JJ RB TO VB IN . PRP VBP VBG TO VB . . .,._. ._. ._. It_PRP 's_VBZ the_DT kid_NN I_PRP feel_VBP sorry_JJ for_IN ._. ‚How_NN 's_POS he_PRP gon_VBZ na_TO feel_VB when_WRB he_PRP gets_VBZ Barbara_NNP flamin_NN '_'' Cartland_NNP to_TO pick_VB him_PRP up_RP from_IN school_NN ?_. Oh_NNP and_CC another_DT thing_NN ._. When_WRB he_PRP 's_VBZ old_JJ enough_RB to_TO sign_VB on_IN ._. You_PRP 're_VBP gon_VBG na_TO be_VB ._. ._. ._.,43.02325581395349,43,196,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",37,5.0,2
"Look, I'm not working tonight.  Do you wanna play a couple of games of snooker?",JACK,"look , i 'm not working tonight . do you wan na play a couple of games of snooker ?",look im working tonight wanna play couple game snooker,"NNP , PRP VBP RB VBG NN . VB PRP VB TO VB DT NN IN NNS IN NN .","Look_NNP ,_, I_PRP 'm_VBP not_RB working_VBG tonight_NN ._. Do_VB you_PRP wan_VB na_TO play_VB a_DT couple_NN of_IN games_NNS of_IN snooker_NN ?_.",50.0,17,79,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",15,6.0,0
No...,BRADLEY,no ...,,DT . . .,No_DT ._. ._. ._.,100.0,1,5,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
Why?,JANE,why ?,,WRB .,Why_WRB ?_.,0.0,1,4,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
I ain't got nothing to nick.,SHIRLEY,i ai n't got nothing to nick .,aint got nothing nick,PRP VBP RB VBD NN TO VB .,I_PRP ai_VBP n't_RB got_VBD nothing_NN to_TO nick_VB ._.,21.428571428571434,7,28,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",6,0.0,0
Gonna give me a little lecture? The evils of alcohol?,BRADLEY,gon na give me a little lecture ? the evils of alcohol ?,gonna give little lecture evil alcohol,NNP TO VB PRP DT JJ NN . DT NNS IN NN .,Gon_NNP na_TO give_VB me_PRP a_DT little_JJ lecture_NN ?_. The_DT evils_NNS of_IN alcohol_NN ?_.,77.27272727272728,11,53,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",10,3.0,0
Good man.,MINTY,good man .,good man,JJ NN .,Good_JJ man_NN ._.,100.0,2,9,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
